Age,Race,Gender,Num_Prior_Offenses,Months_Since_Last_Offense,Reoffend
61,White,0,10,35,0
62,Black,0,9,28,0
63,White,1,4,58,0
38,Black,0,9,59,0
60,Other,1,1,55,0
32,Black,1,0,33,0
55,Hispanic,1,4,18,0
36,Black,1,8,14,1
17,Black,0,8,54,0
52,Hispanic,0,6,41,0
21,Hispanic,0,8,60,1
59,Asian,0,3,9,0
33,White,1,2,44,0
45,Black,1,10,56,1
37,White,1,3,30,0
48,Black,0,6,3,0
45,Black,1,7,34,1
32,Hispanic,0,1,33,0
58,Hispanic,1,4,27,0
47,Black,0,4,59,0
57,White,1,8,9,0
29,Hispanic,1,2,13,0
25,White,0,5,30,0
62,Black,1,9,53,0
51,White,1,4,60,0
49,White,0,1,16,0
24,Other,1,1,51,0
57,White,1,3,42,0
43,Black,1,3,26,0
26,White,1,6,59,1
29,Hispanic,0,0,5,0
54,Hispanic,0,10,46,0
62,White,1,5,27,0
34,White,0,10,15,1
30,Black,1,8,28,1
43,White,0,1,3,0
39,Asian,1,4,41,0
23,White,1,9,1,0
58,White,0,10,1,1
24,Asian,1,9,51,1
62,White,1,3,6,0
48,Hispanic,1,3,11,0
48,White,1,7,50,0
34,White,0,5,46,0
18,Other,0,6,16,0
25,Black,0,10,33,1
55,Asian,0,8,24,0
62,White,1,2,59,0
57,Black,1,10,32,1
16,Asian,1,1,10,0
44,White,1,2,25,0
65,Hispanic,0,7,10,0
49,Black,0,8,13,0
28,White,0,9,60,0
16,Black,1,4,1,0
49,Black,1,7,35,0
44,White,1,10,14,0
63,Black,1,6,21,0
62,White,0,8,48,0
28,Black,0,3,55,0
63,Asian,0,9,58,0
64,Black,1,2,52,0
44,Hispanic,0,8,38,0
54,White,1,7,1,1
39,Black,0,6,20,0
41,Asian,0,0,56,0
32,Black,1,1,5,0
22,Black,1,8,40,1
28,White,1,4,44,0
20,White,0,0,32,1
41,White,0,8,1,0
64,Other,0,0,45,0
18,White,0,7,58,1
22,Hispanic,1,4,41,1
64,Asian,0,10,52,0
54,White,1,5,57,0
16,Black,0,0,56,1
64,Hispanic,1,1,40,0
32,Hispanic,1,6,45,0
58,White,0,1,60,0
40,White,0,4,2,0
18,White,1,10,31,0
30,White,0,8,47,1
44,Black,1,4,46,0
58,Hispanic,0,2,51,0
47,White,0,10,26,0
41,Asian,0,5,9,0
31,Black,0,6,51,0
40,White,0,9,30,0
43,White,1,10,46,0
24,Asian,0,9,8,1
16,Hispanic,1,10,5,1
44,Asian,1,7,39,0
37,White,1,2,4,0
31,White,0,10,40,1
56,White,1,3,36,0
59,Black,1,9,21,0
56,Asian,1,3,33,0
22,White,1,1,26,1
29,Hispanic,1,6,40,0
44,Black,1,3,39,0
34,Asian,0,3,11,0
34,Other,1,7,21,0
17,White,1,5,48,0
56,Hispanic,0,5,22,0
60,White,1,10,49,0
30,White,0,8,56,0
18,Hispanic,0,3,57,0
26,Hispanic,1,8,59,0
61,Black,1,0,37,0
45,Black,0,10,58,1
55,Asian,0,8,7,0
33,Hispanic,0,0,42,0
63,White,0,6,13,0
17,Hispanic,1,5,20,0
47,Black,0,6,15,0
23,Black,0,8,38,1
37,Black,0,9,34,0
21,Black,1,3,36,0
27,Hispanic,0,8,53,1
62,Black,0,2,46,0
55,Other,1,9,57,1
51,White,1,10,25,0
30,Asian,0,10,56,0
43,Hispanic,0,8,29,0
64,Asian,0,0,47,0
60,Black,1,4,28,0
33,Black,1,9,14,1
17,Hispanic,0,4,4,0
28,Hispanic,0,0,38,0
60,White,0,0,7,0
30,Hispanic,1,2,13,0
35,Black,0,8,17,1
44,White,0,6,29,0
57,Hispanic,1,5,17,0
44,Black,0,8,36,0
18,Hispanic,1,3,19,0
34,White,1,3,26,0
18,White,0,2,52,0
29,Black,1,4,45,1
55,White,1,4,9,0
19,Asian,0,9,2,1
26,White,1,6,20,0
46,Black,1,6,23,0
58,White,0,5,18,0
47,White,0,3,56,0
42,Asian,0,6,26,0
45,White,0,1,52,0
58,Black,0,8,25,0
17,Hispanic,1,6,17,0
64,Asian,1,1,39,0
24,Hispanic,1,9,49,0
43,White,1,1,59,0
46,White,1,5,10,1
49,Hispanic,0,10,59,0
30,Asian,0,6,25,0
63,Black,0,8,46,0
40,Asian,0,3,28,0
51,Black,1,7,26,0
23,White,0,9,12,0
24,Asian,0,1,58,0
52,Asian,1,5,44,0
63,Black,1,3,49,0
60,Hispanic,0,7,19,0
54,White,1,8,60,0
47,White,1,1,23,0
32,Hispanic,0,6,14,0
50,Asian,1,6,17,0
52,Black,0,7,15,1
34,White,1,4,21,0
59,White,1,10,38,1
44,Asian,1,2,30,0
22,White,1,0,19,0
43,Hispanic,0,3,32,0
24,Hispanic,1,2,29,0
43,Hispanic,0,1,22,0
21,White,0,5,20,0
44,Asian,1,6,38,0
32,White,1,9,38,1
31,White,0,6,36,0
38,White,1,7,1,0
46,White,1,1,19,0
18,Hispanic,0,10,43,1
36,White,1,9,26,0
41,White,0,5,7,0
51,Other,1,5,34,0
57,White,1,9,36,0
52,Asian,1,0,6,0
37,White,1,1,37,0
57,White,1,8,22,0
27,Hispanic,1,7,53,0
57,White,0,3,9,0
28,Black,0,5,43,0
26,White,1,1,60,0
31,White,1,4,29,1
23,White,0,1,50,0
55,White,0,4,52,0
55,White,0,6,17,0
60,Asian,1,6,60,1
17,Black,1,8,13,0
45,White,1,2,55,0
45,Black,0,3,17,0
27,Hispanic,0,8,54,0
25,Hispanic,1,7,58,0
59,Asian,0,6,10,0
26,Hispanic,1,7,25,0
30,White,1,8,18,0
31,White,0,3,49,1
32,Black,1,4,44,0
41,Black,0,8,15,0
17,Black,0,6,59,0
65,Black,1,3,27,0
27,Other,1,5,59,0
41,Hispanic,0,10,58,0
38,Black,1,0,19,0
33,Asian,0,0,54,0
47,White,1,8,15,0
64,White,0,7,45,0
53,White,0,0,7,0
62,Black,1,10,43,0
18,White,1,1,40,0
53,Hispanic,0,3,52,0
18,White,0,0,16,0
45,Black,0,1,24,0
16,White,0,4,23,0
45,White,1,7,11,0
60,Hispanic,1,5,24,0
47,Black,1,5,5,0
43,Other,0,3,58,0
36,Other,1,1,39,1
61,White,0,2,48,0
28,White,0,5,30,0
42,Hispanic,1,5,16,0
51,Other,1,4,20,0
22,Black,0,5,29,0
37,Asian,0,10,17,0
25,Asian,1,5,19,0
54,White,0,0,60,0
30,Black,1,5,26,0
30,Hispanic,1,4,15,0
19,Asian,0,7,25,1
47,White,0,8,15,0
38,White,0,5,59,0
21,White,0,9,20,0
39,White,0,3,30,0
35,Hispanic,1,2,21,0
52,White,1,9,47,0
35,White,1,0,35,0
27,White,1,6,44,0
48,Black,0,4,59,0
43,Black,1,3,6,0
23,White,0,8,52,0
16,White,0,6,37,0
52,White,0,9,11,1
37,Black,0,7,23,0
21,White,0,3,44,0
36,Hispanic,1,9,39,0
47,Black,0,9,9,1
50,White,0,7,18,0
30,Asian,1,3,46,0
20,White,1,0,36,0
61,Asian,1,10,40,0
65,White,0,7,48,0
63,Black,0,0,36,0
21,Asian,0,2,28,0
40,Hispanic,0,6,19,0
61,White,1,2,30,0
55,White,1,7,58,0
44,Black,1,4,38,0
22,Hispanic,1,2,51,0
55,Hispanic,1,4,15,0
28,White,1,4,44,0
53,White,0,7,12,0
33,Black,0,8,2,1
17,White,1,5,9,0
23,White,1,9,35,1
26,White,1,2,1,0
48,Black,1,1,46,0
53,Hispanic,0,10,60,0
63,Other,0,2,31,0
42,White,0,8,28,0
35,Black,1,6,45,0
27,Hispanic,1,10,57,0
58,White,1,10,37,0
46,Asian,0,8,7,0
42,Black,0,5,46,0
47,White,0,7,16,0
25,Black,1,9,50,1
18,White,0,10,14,0
60,Asian,0,8,33,0
42,White,1,2,6,0
50,White,0,6,21,0
46,White,1,8,10,0
30,Hispanic,1,1,32,0
31,Black,1,6,6,0
28,Black,0,4,2,0
64,Black,0,7,39,0
50,Black,1,3,49,0
26,White,0,0,27,0
36,Asian,1,10,56,1
26,White,0,9,14,0
45,White,1,7,23,0
63,Asian,1,5,39,0
50,White,0,7,54,0
37,White,1,2,58,0
53,Black,1,7,21,0
46,Black,1,7,41,0
29,Asian,1,0,51,0
39,Black,1,3,30,0
65,Black,0,6,25,0
64,Asian,0,10,53,0
47,White,1,0,24,0
51,White,0,2,11,0
47,Black,1,2,35,0
30,White,1,5,55,0
58,Other,1,4,58,0
50,Hispanic,1,10,4,0
18,White,1,6,37,0
31,White,0,2,36,1
20,White,0,10,13,1
36,White,0,0,9,0
25,White,0,10,28,1
34,Black,0,2,55,0
40,Hispanic,0,7,46,1
19,Asian,1,4,16,0
44,White,0,2,54,0
34,White,1,7,6,0
58,Black,1,5,27,0
17,Hispanic,0,2,10,0
25,Hispanic,0,4,23,0
58,Hispanic,1,0,21,1
40,Black,1,5,26,1
35,Asian,1,8,45,0
63,White,1,6,3,0
34,Black,1,10,59,1
38,White,0,7,43,0
39,Black,0,5,35,0
26,Black,1,10,7,1
61,White,1,4,27,0
49,White,1,5,42,1
43,White,1,6,33,0
20,White,1,8,4,1
20,White,1,7,26,1
36,White,1,4,8,0
27,White,1,6,20,1
65,White,0,7,17,0
19,Other,1,0,5,0
64,White,1,7,49,0
57,White,0,10,9,1
35,Black,1,6,8,0
53,Hispanic,1,10,7,0
40,Asian,1,1,37,0
29,White,1,1,36,0
26,Black,0,5,55,0
47,Asian,1,2,3,0
26,Asian,1,0,8,0
33,Asian,1,7,5,0
42,Hispanic,0,6,5,0
33,Hispanic,1,3,17,0
38,Black,1,0,47,0
26,Black,0,1,58,0
36,Black,0,8,27,0
59,Hispanic,0,3,40,0
20,White,0,2,39,0
38,Other,1,7,49,0
56,White,0,3,12,0
40,Black,0,6,28,0
56,Hispanic,0,4,4,0
25,White,1,4,52,0
37,Black,0,10,28,1
34,White,1,5,25,0
16,White,1,3,58,0
22,White,0,1,50,0
19,White,1,5,36,0
16,White,0,4,42,0
30,Other,0,2,3,1
55,Other,1,3,58,0
27,White,1,2,31,0
37,Asian,1,2,37,0
37,White,1,3,12,0
65,White,0,1,55,0
62,White,1,3,37,1
32,Other,1,9,37,0
44,Hispanic,1,10,4,1
61,White,1,1,30,0
29,White,0,9,57,0
65,White,0,7,38,0
35,Black,1,9,42,1
65,Black,1,4,38,0
63,White,0,6,27,1
48,Asian,0,10,54,1
58,White,0,3,22,0
30,Hispanic,0,9,1,0
27,Asian,1,5,48,0
55,Black,1,9,43,0
35,Asian,0,3,38,1
45,Hispanic,0,5,20,1
53,White,1,0,18,0
18,White,1,5,6,0
43,Hispanic,0,5,49,0
41,White,1,1,12,0
45,White,0,9,17,0
28,Black,1,9,53,0
28,Hispanic,1,8,22,0
17,Asian,0,5,18,0
52,Hispanic,1,10,10,0
64,Black,0,6,24,0
53,White,1,1,20,0
17,Black,0,1,12,0
51,Asian,0,1,4,0
41,White,0,9,42,0
26,White,1,10,5,1
23,White,0,8,26,0
59,Black,0,2,36,1
55,Hispanic,1,3,59,0
58,Asian,1,0,16,0
37,Other,0,0,5,0
35,White,0,3,26,0
23,Hispanic,1,1,19,0
44,Hispanic,1,7,56,0
55,White,1,3,6,0
41,Other,0,2,24,0
45,White,1,2,31,0
32,Hispanic,0,5,31,1
35,Hispanic,0,5,53,0
31,Asian,0,5,7,0
61,Black,1,5,10,0
58,White,1,7,39,0
22,Black,1,7,22,1
31,White,0,8,14,0
60,Asian,0,0,28,0
62,Asian,1,9,42,0
63,Hispanic,1,7,52,0
42,White,0,4,22,0
38,Hispanic,0,2,57,0
39,Hispanic,0,10,32,0
24,Asian,0,9,11,0
50,White,1,2,14,0
35,White,0,5,31,1
52,White,0,7,44,0
57,Black,1,9,4,0
32,Black,1,1,45,0
62,Other,1,8,22,0
46,White,1,4,54,0
23,White,0,4,29,0
30,Black,0,0,35,0
46,Hispanic,0,5,13,0
45,Hispanic,0,10,20,0
61,Hispanic,0,10,19,0
35,Black,1,4,15,0
54,Black,1,6,51,0
27,Hispanic,0,6,26,0
64,Black,1,3,60,1
32,White,0,4,20,1
57,White,0,9,36,1
45,White,0,7,6,0
44,Asian,0,1,15,0
34,White,0,0,4,0
61,White,1,5,6,0
26,White,1,10,2,0
49,Black,0,3,36,1
65,White,0,9,50,1
22,Asian,1,2,15,0
59,White,0,6,12,0
49,White,0,7,40,0
35,Black,0,10,44,1
65,White,1,3,41,0
53,White,0,9,7,0
39,White,0,10,22,0
25,Hispanic,1,10,8,1
47,Asian,0,5,52,0
30,White,0,10,42,0
52,White,1,10,11,0
35,Other,1,1,2,0
18,Asian,0,7,30,1
52,Black,1,5,4,0
55,Asian,0,10,53,0
23,Asian,0,8,25,1
55,Asian,1,10,21,0
59,Black,0,5,25,0
38,Black,1,5,9,0
55,White,1,1,8,0
26,Hispanic,1,4,5,0
61,Black,0,8,46,0
23,White,1,0,28,0
44,Hispanic,0,3,2,0
45,Hispanic,1,9,21,0
25,Other,1,9,59,0
54,Hispanic,0,2,49,0
43,Other,0,0,8,0
64,White,1,0,34,0
51,Hispanic,0,0,23,0
28,Hispanic,0,0,15,0
47,White,1,1,27,0
51,White,1,10,2,1
52,Other,0,4,28,0
41,White,1,1,11,0
37,Hispanic,1,3,46,0
19,White,1,8,21,0
46,White,0,2,42,0
33,Black,0,1,32,0
53,White,0,3,32,0
39,Asian,1,8,7,0
38,Black,0,3,22,0
37,White,1,4,14,0
17,White,1,3,13,0
46,White,1,7,21,0
26,White,1,3,22,0
43,Asian,0,1,34,0
61,Black,1,3,10,0
47,White,1,1,1,0
20,Black,0,8,1,0
53,White,1,10,24,0
25,White,0,7,3,0
55,White,0,8,31,0
61,Hispanic,0,3,43,0
39,Hispanic,1,0,51,0
50,Hispanic,0,2,41,0
59,White,1,6,13,0
63,White,0,0,54,0
38,Black,0,10,4,0
32,Asian,0,7,52,0
16,Other,0,8,23,0
46,White,1,7,6,0
46,White,1,4,34,0
57,Asian,0,10,41,0
57,Hispanic,0,8,18,0
49,Hispanic,0,3,56,0
24,Asian,1,8,36,0
37,Other,0,0,26,0
28,Black,0,10,33,0
40,Hispanic,1,2,33,0
63,Other,0,3,25,0
33,Hispanic,0,10,52,0
27,White,0,9,17,1
55,White,0,0,51,0
32,Black,1,5,3,0
30,Black,1,3,55,0
57,Hispanic,1,3,22,0
30,White,0,0,56,0
30,White,0,4,55,0
54,Asian,1,8,49,1
28,White,0,5,35,1
32,White,0,7,57,0
47,White,1,10,4,0
24,Black,1,3,59,0
55,White,0,8,28,0
35,Hispanic,1,6,59,0
41,Black,0,6,13,0
42,Hispanic,1,7,30,0
36,Black,1,1,47,0
33,White,0,5,12,0
28,White,0,6,3,0
31,White,1,2,21,0
24,Black,0,7,40,1
27,White,0,0,1,0
59,White,0,0,18,0
53,Black,1,9,13,0
34,White,0,2,7,0
22,White,0,5,13,0
50,Asian,1,6,17,0
63,Hispanic,1,1,45,0
33,White,1,5,32,0
31,White,1,4,29,0
54,Other,0,5,45,0
19,White,0,0,30,0
40,Other,1,9,11,1
47,White,1,6,14,0
55,Hispanic,0,7,53,0
28,White,0,6,10,0
60,Hispanic,1,8,8,0
32,White,0,0,31,0
64,Asian,0,9,6,1
52,White,1,8,19,0
21,White,1,10,55,1
34,Asian,1,10,19,0
28,Black,1,2,12,0
41,Hispanic,0,1,53,0
29,Black,1,5,39,0
46,Hispanic,0,10,50,0
19,Black,0,4,58,0
54,Other,0,3,52,0
23,Other,1,3,18,0
40,White,0,7,55,0
28,Hispanic,1,9,3,1
47,Hispanic,1,2,9,0
53,White,1,0,59,0
53,Black,0,4,6,0
43,White,1,7,1,0
45,Hispanic,1,2,42,0
18,White,0,1,40,0
43,White,1,0,29,0
18,Black,0,3,55,0
60,Black,0,10,49,1
49,Hispanic,1,1,35,0
31,Other,1,7,35,0
37,Black,1,10,30,0
47,White,1,9,35,0
53,Asian,0,8,39,0
23,Black,1,9,22,1
23,Black,1,0,43,1
21,White,0,1,28,0
29,Black,1,5,18,0
47,White,1,9,32,0
50,Asian,1,6,5,0
25,Black,1,1,54,0
18,Hispanic,1,7,60,0
27,Black,0,9,34,1
64,White,1,8,31,0
46,Hispanic,0,7,46,0
44,Black,0,8,33,1
20,White,0,5,4,0
40,Black,0,10,14,0
56,White,1,6,15,0
46,Hispanic,1,5,60,0
36,Black,0,6,20,0
35,Asian,1,2,20,0
54,White,1,3,49,0
37,White,0,8,35,0
19,Other,1,2,55,0
28,Hispanic,0,1,4,0
60,White,0,10,18,1
57,White,1,6,24,0
65,White,1,5,27,0
64,Asian,1,2,33,0
35,Asian,0,5,25,0
28,Asian,0,6,5,0
32,Black,1,5,18,0
51,Hispanic,0,0,45,0
48,Black,1,0,46,0
16,White,1,8,20,1
30,Black,1,5,35,0
28,Other,1,1,55,0
32,Asian,0,10,6,1
39,Black,1,0,27,0
23,Black,0,10,28,1
65,Hispanic,0,1,11,0
42,Black,0,7,9,0
60,White,0,4,52,0
38,Other,0,6,28,0
61,Hispanic,0,6,19,0
23,White,1,1,39,0
23,Black,0,3,54,0
41,Black,1,1,21,0
62,White,0,6,31,0
28,Other,1,4,42,0
54,Black,1,0,7,0
52,Hispanic,0,1,37,0
64,White,1,5,25,0
43,Black,1,3,28,1
40,White,0,6,36,0
31,Asian,0,1,17,0
17,Black,0,1,26,0
33,Black,0,5,28,0
32,White,0,7,37,1
45,White,0,0,17,0
54,White,0,4,60,0
28,White,0,0,49,0
47,Black,1,10,17,1
65,Black,0,5,33,0
44,Black,1,6,56,0
61,Black,0,5,34,0
45,White,0,8,57,0
33,White,0,2,23,0
28,White,0,7,30,0
58,Hispanic,1,2,27,0
36,Black,1,10,51,0
45,White,0,6,9,0
36,White,1,4,20,0
63,Hispanic,0,0,23,0
32,Asian,1,10,47,0
55,Asian,0,3,19,0
34,Black,1,10,37,1
30,White,1,8,45,1
24,Other,1,7,4,0
25,Asian,0,2,13,1
59,White,1,1,38,0
46,Hispanic,0,10,12,0
38,Asian,1,8,9,0
45,White,0,0,15,0
48,Black,0,8,21,0
24,White,0,6,15,1
62,White,1,1,49,0
16,Asian,1,10,5,1
59,White,0,4,5,0
50,Hispanic,0,1,25,0
26,Other,0,4,24,0
49,White,1,6,37,0
31,Black,1,4,53,1
24,Hispanic,1,1,31,0
47,Asian,1,10,46,0
30,Asian,1,4,34,0
27,White,0,9,41,0
48,Black,0,5,14,0
60,Black,0,4,27,0
29,Other,0,1,47,0
23,White,1,5,4,0
23,Hispanic,1,5,23,0
42,White,0,1,58,0
27,Other,1,3,38,0
16,Asian,0,6,46,0
58,Black,1,0,5,0
55,Black,1,0,27,0
57,White,0,10,43,0
26,White,0,10,53,1
54,White,0,5,14,1
58,White,1,6,7,0
46,White,1,4,46,0
32,Asian,1,9,45,1
48,Black,0,7,18,0
47,White,0,10,32,0
44,Hispanic,0,3,57,0
36,Black,1,2,2,0
36,Other,1,6,41,0
55,Asian,0,3,43,0
38,White,0,0,20,0
21,Black,0,10,29,1
37,Black,1,7,58,0
65,White,1,4,43,0
53,White,0,7,26,0
52,White,0,7,38,1
60,White,0,4,1,0
23,Black,1,7,5,0
56,Black,1,6,54,0
64,White,1,2,57,0
50,Asian,0,3,14,0
26,Black,0,10,25,1
39,White,0,6,48,0
64,White,0,3,9,0
36,White,0,5,30,0
17,White,0,1,19,0
55,White,0,1,52,0
34,White,0,2,40,0
54,Black,0,9,8,0
43,Black,0,6,16,1
32,White,0,2,50,0
21,White,1,2,8,0
34,Black,0,3,23,1
53,Hispanic,0,9,9,0
43,Asian,1,5,32,0
17,Black,0,0,37,1
53,White,1,5,34,0
52,White,1,7,53,0
19,Hispanic,0,7,46,0
37,White,0,5,18,0
41,Other,1,5,45,0
64,Asian,0,2,44,0
58,Asian,0,1,15,0
51,White,0,6,53,0
28,Black,1,7,15,0
47,Black,1,9,29,1
32,White,0,5,57,0
56,White,0,4,23,0
51,Hispanic,1,3,23,0
61,Black,1,0,1,0
34,Black,0,8,57,0
50,White,0,10,22,1
61,Asian,0,9,7,1
55,Asian,1,3,45,0
43,Black,1,1,32,0
16,Black,0,3,28,0
57,Black,1,10,50,0
33,Black,0,4,32,0
63,White,0,1,33,0
55,Hispanic,0,6,43,0
48,Black,0,2,13,0
27,White,0,7,52,0
23,Black,1,3,28,0
39,Hispanic,1,10,9,0
31,White,0,4,57,0
65,White,1,2,48,0
19,Asian,0,10,43,0
53,White,1,4,3,0
59,Asian,1,8,17,0
42,White,1,10,34,1
24,Asian,1,1,32,0
62,White,0,6,9,0
31,White,1,9,41,0
27,Hispanic,1,7,48,1
46,Black,1,2,60,0
39,White,1,10,1,0
29,White,1,3,57,0
60,Black,1,10,49,0
40,Black,1,9,42,1
49,Other,1,1,20,0
18,Other,0,9,5,1
39,Black,0,8,40,0
57,Black,0,2,45,0
24,Black,1,8,21,0
41,Asian,0,6,5,1
35,White,0,5,4,0
55,White,0,10,57,0
25,White,1,10,8,0
34,White,0,2,25,0
18,White,0,10,55,0
39,Black,0,6,7,1
20,Asian,0,10,37,1
18,Black,0,2,42,0
42,White,0,10,32,0
31,White,0,5,17,0
64,Black,1,7,28,1
30,White,0,4,6,1
50,Black,0,10,42,1
27,Other,1,10,48,0
56,White,1,2,54,1
59,White,1,5,42,0
41,Black,1,7,36,0
62,Other,1,9,2,0
49,Asian,0,2,31,0
38,Hispanic,0,10,1,0
46,White,0,10,3,0
65,Other,1,4,59,0
35,White,0,8,13,0
27,White,0,9,31,0
38,Hispanic,1,9,29,0
19,Hispanic,1,2,57,0
38,White,0,10,44,0
63,White,1,1,33,0
63,White,0,10,53,0
16,White,1,7,10,0
40,White,0,6,38,0
17,Other,0,8,9,0
45,Asian,0,3,1,1
18,Asian,1,2,44,0
36,Asian,1,9,37,1
40,Black,1,4,32,0
35,Asian,1,10,33,1
64,Black,0,0,2,0
37,White,0,4,46,1
36,Black,0,2,2,0
48,Black,0,0,59,0
53,Hispanic,1,2,5,0
30,Other,1,4,10,0
61,Black,1,4,52,0
30,Asian,1,9,38,0
61,White,0,7,37,0
40,Asian,1,10,2,1
36,White,1,0,41,0
39,White,1,6,42,1
20,White,0,4,40,0
21,Black,0,2,25,0
64,White,0,3,59,0
58,Hispanic,1,2,38,0
63,White,0,7,37,0
59,Hispanic,0,3,53,0
62,Asian,0,2,18,0
38,White,0,1,27,0
19,White,0,2,20,0
42,Asian,0,6,50,0
33,Black,1,5,34,0
36,Asian,1,9,44,1
43,White,0,4,8,0
50,Black,1,7,4,0
37,Other,0,10,60,0
55,White,1,0,30,0
38,Black,0,2,52,0
18,White,1,1,55,0
55,Asian,0,1,36,0
65,Asian,0,10,9,0
25,White,1,0,41,0
40,White,0,4,12,0
64,White,1,4,14,0
23,Black,0,2,35,0
26,Black,0,8,6,0
20,Other,0,5,47,0
60,Black,0,9,23,1
52,White,1,5,51,0
60,Hispanic,1,9,4,0
53,Black,1,5,1,0
44,Black,1,1,59,0
20,White,1,10,9,1
24,White,0,9,55,0
63,Hispanic,0,9,58,0
17,Black,1,7,48,1
16,White,0,5,55,0
55,Black,1,2,9,0
45,Hispanic,0,9,44,0
26,White,1,8,46,0
43,Black,0,1,15,0
59,Other,0,6,54,0
27,White,1,2,24,0
54,Asian,0,5,53,0
41,Black,1,4,48,0
28,Asian,0,5,8,0
23,White,1,7,28,1
43,White,0,2,42,0
45,Asian,1,1,46,0
24,White,0,7,17,0
54,Black,0,0,35,0
46,White,1,1,31,0
36,White,1,9,4,0
62,Other,1,0,48,0
49,Black,1,4,14,1
46,Other,0,7,59,0
40,White,0,1,25,0
27,Black,0,3,56,0
16,White,0,3,46,1
37,Asian,0,10,48,1
55,Asian,1,10,40,0
52,White,1,6,50,1
62,Hispanic,1,0,7,0
16,White,1,8,31,0
16,Black,1,2,60,0
57,Other,0,5,35,0
57,Hispanic,0,9,38,0
36,Other,1,4,20,0
30,White,1,3,16,0
32,White,1,8,22,0
37,White,0,10,36,0
53,Black,1,8,19,0
50,Asian,1,0,2,0
60,White,1,6,4,0
31,Asian,0,9,58,0
23,White,1,8,34,1
62,White,0,4,7,0
32,Asian,1,0,47,0
32,Black,1,7,49,1
41,Hispanic,0,4,14,0
28,White,0,5,43,0
32,Asian,1,6,32,0
53,White,1,9,17,0
32,White,0,6,37,0
63,Asian,0,6,55,0
29,Hispanic,1,0,14,0
60,White,0,6,17,0
21,White,0,10,32,0
50,Black,1,2,60,0
61,White,1,4,60,0
29,Hispanic,1,9,52,0
62,Asian,0,4,53,0
23,White,1,7,2,0
30,Black,1,6,39,1
42,Asian,0,6,4,0
28,White,1,5,40,1
64,Black,0,6,30,0
46,White,0,6,30,0
50,Black,1,4,33,0
21,White,1,4,42,0
20,Hispanic,0,3,1,0
37,White,1,3,33,0
64,White,0,4,36,0
38,Hispanic,0,9,49,0
40,White,1,8,31,0
49,White,1,10,37,0
41,White,0,5,14,0
62,White,0,7,6,0
20,Hispanic,1,8,7,0
41,Asian,0,3,40,0
35,White,0,6,24,0
21,Asian,0,4,50,0
21,Black,1,3,60,0
65,Hispanic,0,6,4,0
33,White,0,2,55,0
19,Black,1,0,57,0
32,Black,0,6,25,0
29,Black,0,8,59,0
29,Black,1,1,3,0
28,White,1,6,28,1
22,Asian,1,9,23,0
59,Black,1,1,36,0
30,Other,1,2,57,0
34,White,0,9,55,0
58,Asian,0,9,48,0
62,Hispanic,1,2,13,0
59,Asian,0,3,22,0
50,Hispanic,1,5,25,0
32,Hispanic,0,2,55,0
50,White,0,8,43,0
34,Black,0,1,24,0
35,White,1,6,43,0
51,Black,1,5,37,0
50,White,1,1,52,0
47,Asian,0,10,33,0
63,Black,1,2,14,0
59,Black,0,5,24,0
55,White,0,9,22,1
39,Other,1,3,52,0
32,White,0,0,51,0
22,White,0,0,37,0
58,White,0,2,52,0
65,Other,1,7,59,0
16,Other,1,10,59,1
50,Asian,1,3,23,0
47,Hispanic,0,10,6,0
51,White,0,0,19,0
28,Other,1,7,12,0
21,White,0,9,26,0
29,White,1,5,29,0
52,White,1,0,59,0
63,Black,1,9,60,0
30,Asian,1,9,14,0
62,White,0,5,17,0
19,Other,0,0,30,0
55,Black,0,9,7,0
31,White,1,9,21,0
43,Black,0,2,1,0
31,Asian,1,1,49,0
19,Hispanic,1,3,38,0
60,Black,1,1,4,0
41,Black,0,10,46,1
43,White,1,4,8,1
47,Black,0,3,18,0
60,Other,0,5,52,0
17,White,0,6,60,0
46,Hispanic,0,1,45,0
18,Black,0,1,8,0
23,White,0,7,31,0
39,Other,0,8,31,1
30,Black,0,4,28,0
58,White,1,6,56,0
46,White,1,8,48,1
24,White,0,0,37,0
54,Hispanic,0,7,3,0
60,Black,0,9,45,0
17,Hispanic,0,9,15,0
23,White,0,8,4,0
22,White,1,8,35,0
59,White,0,9,59,0
54,Black,0,6,34,0
57,Other,0,9,36,0
31,Asian,1,2,57,0
50,White,1,4,6,0
45,Hispanic,0,1,4,0
25,Asian,1,10,49,1
53,White,1,9,30,1
33,Hispanic,1,2,39,0
65,White,1,9,18,0
20,White,1,6,60,1
44,White,1,0,22,0
54,Black,1,2,10,0
49,Black,1,4,49,0
58,White,0,10,29,1
60,White,0,3,23,0
38,Asian,1,2,4,0
20,Other,1,5,59,1
45,Asian,0,5,19,0
21,White,0,3,26,0
61,White,1,8,7,0
59,White,0,10,13,1
19,White,1,5,3,1
44,Black,0,8,40,0
38,Black,1,10,11,0
21,Asian,0,9,16,0
47,Asian,1,9,20,0
57,White,0,1,51,0
33,White,0,5,23,0
30,Asian,1,3,23,0
55,White,1,1,32,0
47,White,0,4,41,0
24,White,0,2,42,0
52,White,1,5,55,0
25,White,0,10,38,1
35,Hispanic,0,7,3,0
21,Hispanic,0,3,52,0
63,White,0,3,8,0
18,White,0,4,38,0
57,Asian,1,5,57,0
26,White,0,10,40,1
58,White,0,6,14,0
